"Player_Name","player_team","Games","PositionType","kicks","handballs","disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","contested_possessions","uncontested_possessions","brownlow_votes","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","intercept_marks","pressure_acts","ruck_contests","score_launches","spoils"
"Jackson Hately","Greater Western Sydney",13,"Interchange",8.23,6.69,14.92,75.31,0.15,0.08,0,2.92,1.08,1.85,0.62,2.31,0.54,0.77,4.23,11.15,0,0.31,0.08,0.77,0.08,0.15,77.62,0.08,0.54,2.92,214.38,3.62,1.62,0.46,0,0.38,0.46,0.08,8.77,5.46,0.31,3.38,0,0.31,15.31,0,0.62,0.54
"Jye Caldwell","Greater Western Sydney",11,"Interchange",6.27,6.18,12.45,61.82,0.09,0.18,0,3.82,0.36,2.36,1.55,2.18,0.36,0.82,5.64,7.27,0,0.27,0.36,0.45,0,0.27,69.27,0.36,1.18,2.36,170.09,3,1.45,1,0,0.09,0.36,0.09,7.36,3.55,1.18,4.27,0,0.36,14.91,0,0.18,0.27
"Lachlan Ash","Greater Western Sydney",12,"Interchange",6.58,4.75,11.33,69.42,0.08,0,0,1.83,1.33,1.42,0.58,1.75,0.42,0.42,4.42,7.67,0,0.08,0,1.83,0.33,0.08,80.92,0.08,0.5,1.25,153.08,2.33,3.67,0,0.25,0.75,0.08,0,7.83,4.5,0.17,3.75,0,0.42,9.75,0,0.25,1.17
"Aidan Corr","Greater Western Sydney",62,"Defender",7.79,3.5,11.29,78.66,0.02,0.03,0,1.77,3.08,0.63,0.19,1.71,0.52,0.77,3.24,6.68,0,0.39,0.05,6.02,0.05,0.03,81.81,0.02,0.18,1.76,207.03,1.81,3.74,0,0.66,2.98,0.05,0.02,5.03,6.02,0.05,2.24,0,0.9,6.31,0,0.84,5.32
"Toby Bedford","Melbourne",2,"Forward",3,5,8,62.5,0,0.5,0,2,0,1,0,3.5,0,1.5,2.5,5.5,0,0,0,0.5,0,0.5,61,0,0,3,76,2.5,1,0,0,0,0,0,6.5,0.5,1.5,2.5,0,0.5,17.5,0,0.5,0.5
"Braydon Preuss","Melbourne",18,"Forward",5.94,2.94,8.89,55.39,0.5,0.44,20.94,1.72,0.67,1.83,1.67,2.83,0.94,1.39,5.78,3.44,0,1.22,0.61,1.56,0,0.06,74.39,0.28,1.39,3.33,160.44,2,1.67,0.28,0.22,0.5,1.61,0.56,2.44,3.06,0.39,2.83,6.56,0.78,7.72,37.17,1.83,1
"Will Hayes","Western Bulldogs",11,"Forward",7.64,6.91,14.55,66.73,0.36,0.09,0,3.27,1.18,2.45,0.73,2.82,0.45,1,4.82,9.64,0,0.09,0.36,0.91,0.18,0.45,75.82,0.09,0.64,4.18,180.55,2.73,1.91,0.73,0.09,0.09,0.45,0.09,6.91,4.36,0.55,3.91,0,0.18,16.18,0,0.45,0.64
"Tom Hickey","West Coast",41,"Ruck",5.68,6.85,12.54,69.44,0.29,0.2,21.56,2.61,0.73,2,4.1,3.32,0.93,2.05,8.61,4.8,0,0.93,0.39,2.76,0,0.12,76.39,1.54,2.54,3.49,151.88,2.51,2.07,0.39,0.32,0.71,0.95,0.39,5.51,3.32,0.39,4.61,6.54,0.78,12.41,53.49,2.2,1.88
"Sam Lloyd","Western Bulldogs",47,"Forward",9.4,4.68,14.09,67.11,1.19,0.91,0,2.47,0.74,2.6,0.72,2.17,0.79,0.64,5.06,8.98,0,0.51,1.26,0.83,0.15,0.6,78.19,0.13,0.6,4.87,261.83,3.06,1.55,0.7,0.02,0.09,1.47,0.45,2.74,5.79,1.4,3.55,0,0.13,11.77,0.02,0.49,0.49
"Lewis Jetta","West Coast",63,"Defender",11.59,4.75,16.33,78.84,0.17,0.13,0,1.81,2.65,2.81,0.79,2.22,0.46,0.59,3.52,11.84,0,0.03,0.11,1.49,0.59,0.37,83.38,0.17,0.62,3.7,367.02,3.6,2.67,0.14,0.32,0.73,0.13,0,7.02,8.68,0.25,2.56,0,0.3,11.49,0,1.14,0.86
"Mark Hutchings","West Coast",60,"Midfield",8.1,5.63,13.73,66.6,0.28,0.22,0,3.22,1.22,2.05,1.75,2.25,0.68,0.75,5.13,8.78,0,0.1,0.17,0.7,0.08,0.32,76.75,0.58,1.17,2.85,184.35,2.77,1.88,0.63,0.07,0.17,0.33,0.05,7.12,4.22,0.67,3.78,0,0.3,14.97,0,0.53,0.25
"Cale Hooker","Essendon",68,"Defender",8.34,7.01,15.35,74.57,0.9,0.59,0.16,1.19,2.31,0.99,0.26,2.47,0.71,0.84,6.51,8.53,0.06,1.87,1.1,4.41,0.15,0.18,89.78,0,0.26,4,195.29,2.96,4.97,0.29,0.49,2.1,2.57,0.9,3.01,5.76,0.71,3.57,0.01,1.82,6.32,0.97,0.87,3.9
"Irving Mosquito","Essendon",4,"Forward",3.75,4.25,8,77.75,0.5,1,0,1.75,0.25,0.75,0.5,0.75,0.25,0.5,3,5.25,0,0.25,0.5,0.25,0.25,0.5,65.25,0,0.5,2.75,104.25,1.75,0.5,0.75,0,0,0.5,0,3,2.5,1.25,2.25,0,0,12.75,0,0,0
"Dyson Heppell","Essendon",66,"Midfield",13.42,12.47,25.89,70.86,0.41,0.27,0,3.61,1.76,4.05,4.44,3.38,1.36,0.95,10.98,15.39,0.45,0.41,0.35,1.44,0.14,0.47,82.36,1.48,2.94,5.95,363.98,4.73,3.52,0.3,0.15,0.32,0.42,0.12,7.97,8.52,0.8,7.29,0,0.74,16.7,0.06,1.39,0.56
"Josh Jenkins","Geelong",55,"Forward",9.04,3.87,12.91,65.93,2.05,1.2,5.11,2.45,0.33,2.51,0.55,2.24,1.24,0.91,5.62,7.53,0.09,1.22,2.02,1.91,0.15,0.56,87.31,0.2,0.38,6.13,233.31,2.93,0.89,0.93,0.05,0.16,4.73,1.69,2.31,5.65,1.31,2.89,1.38,0.13,12.05,14.13,0.67,1.49
"Zach Guthrie","Geelong",20,"Interchange",6.1,5.05,11.15,72.95,0.1,0.05,0,1.65,1.3,0.85,0.4,1.6,0.4,0.6,3.4,7.8,0,0.3,0.15,1.2,0.05,0.1,76.6,0,0.4,2.3,143.85,1.8,3.45,0.1,0.6,1.5,0,0,5.85,3.8,0.15,2.75,0,1.1,8.6,0,0.85,1
"Changkuoth Jiath","Hawthorn",7,"Defender",5.29,5.71,11,76.86,0,0,0,1.86,1.71,0.57,0.14,2.14,0.29,0.86,4.14,7.29,0,0.29,0,3.14,0.14,0,77.14,0,0.14,1.29,97.14,2.14,4.29,0,0.14,0.71,0,0,6.14,4,0,3.29,0,1,8.71,0,0.86,2.14
"James Worpel","Hawthorn",48,"Midfield",11.9,10.27,22.17,65.23,0.33,0.42,0,4.81,1.02,3.67,4.42,3.6,0.81,1.15,9.77,12.04,0.21,0.1,0.27,1.06,0.19,0.42,78.6,1.62,2.79,4.5,306.52,4.38,2.79,0.54,0.02,0.06,0.25,0.08,9.6,6.29,0.98,7.19,0,0.21,20.02,0,1.17,0.42
"Tom Scully","Hawthorn",60,"Midfield",9.03,9.92,18.95,71.07,0.53,0.25,0,2.35,1.15,3.25,1.9,2.68,0.48,0.78,6.35,12.97,0.08,0.05,0.33,0.75,0.48,0.58,86.68,0.22,1.63,4.82,278.92,3.6,2.17,0.35,0.1,0.17,0.43,0.15,6.23,5.62,1.17,4.98,0,0.07,14.5,0,0.63,0.2
"Josh Morris","Hawthorn",4,"Interchange",3.5,2.25,5.75,50,0.25,0.5,0,1.5,0,1.5,0.5,1,0.25,0.5,3,2.5,0,0,0.5,0.5,0.25,0,67.75,0,0.5,1,95.75,1,1,0.5,0,0,0.25,0,2.25,1.25,1.5,2.75,0,0.25,11,0.25,0,0.5
"Ryan Abbott","St Kilda",6,"Ruck",4.5,5,9.5,68.83,0.83,0.5,22.5,4.5,0.5,0.83,1.83,2.83,0.5,1.83,4.67,5.67,0,0.33,1.33,3.5,0,0.17,78.5,1.17,0.67,4.5,112.33,2.33,0.83,0.5,0.17,0.67,0.67,0.17,8.67,2.33,0.5,3.33,5.33,0.17,15.83,55,1.17,2.33
"Ed Phillips","St Kilda",15,"Interchange",8.8,7.67,16.47,75.4,0.27,0.07,0,1.93,1.6,1.67,0.93,2.07,0.73,0.67,4.53,12.27,0,0,0.13,1.2,0.07,0.27,78.87,0.27,0.67,3.6,219.2,2.87,2.33,0.07,0.07,0.2,0.07,0.07,6.13,6,0.4,3.6,0,0.4,12.2,0,0.67,0.6
"Cam Sutcliffe","Port Adelaide",26,"Interchange",7.46,5.23,12.69,72.46,0.27,0.35,0,2.85,1.23,1.23,0.65,1.96,0.46,0.81,3.69,8.73,0,0.23,0.31,1.69,0.15,0.31,78.12,0.23,0.38,2.77,171.04,2.65,2.08,0.62,0.15,0.73,0.85,0.19,6.35,4.85,0.58,2.85,0,0.27,12.46,0,0.5,1
"Lachlan Hosie","North Melbourne",5,"Interchange",4.8,3,7.8,60.8,0.6,0.2,0,0.8,0.4,0.6,0.2,1.4,0.8,0.4,3,4.8,0,0.6,0.2,0.6,0,0.2,75,0,0.2,1.4,85.4,2.6,1,0,0,0,0.8,0.2,3.8,3,1,1.8,0,0.2,12.4,0,0.4,0.4
"Marley Williams","North Melbourne",60,"Defender",8.27,6.97,15.23,75.48,0.08,0.03,0,1.98,3.22,1.48,0.47,2.03,0.6,0.48,4.93,10.37,0.05,0.28,0,2.45,0.2,0.15,82.4,0.1,0.37,2.47,248.97,3.32,4.8,0.03,0.28,1.18,0,0,6.52,5.77,0.03,3.92,0,0.72,8.75,0,0.78,1.53
"Tom Fullarton","Brisbane Lions",2,"Interchange",2.5,2,4.5,31.5,0.5,1.5,0,1,0,0,1,1,0.5,0,3,1.5,0,0.5,0.5,0.5,0,0.5,40,0.5,0.5,3.5,82,1,0,0,0,0,1,0,1.5,0.5,1.5,2,0,0,6.5,7,0.5,0.5
"Max Lynch","Collingwood",1,"Forward",1,1,2,100,0,0,2,5,0,1,0,2,0,1,0,2,0,0,0,0,0,0,58,0,0,0,60,1,0,2,0,0,3,0,2,1,0,0,1,0,12,11,0,0
"Tom Phillips","Collingwood",83,"Midfield",13.46,8.96,22.42,69.36,0.49,0.39,0,2.42,2.14,2.89,1.66,2.52,0.71,0.37,6.93,15.66,0,0.17,0.24,0.6,0.27,0.4,85.73,0.16,1.49,4.48,374.59,4.36,3.46,0.41,0.1,0.23,0.3,0.06,5.77,7.99,0.98,5.24,0,0.47,13.58,0,0.92,0.28
"Paddy Dow","Carlton",42,"Interchange",6.81,7.05,13.86,66.29,0.36,0.45,0,2.79,0.52,2.5,2.48,2.24,0.71,0.69,6.88,7.19,0,0.12,0.38,0.55,0.5,0.36,73.55,0.95,1.52,3.67,200.86,2.95,1.93,0.4,0.05,0.07,0.36,0.1,7.6,3.29,0.88,5.48,0,0.17,16.76,0,0.86,0.29
"Josh Wagner","Melbourne",28,"Interchange",7.71,7.11,14.82,73.64,0.07,0.14,0,2.75,1.43,1.29,0.61,1.86,0.57,0.5,6,9.21,0,0.32,0.04,2.54,0.32,0.14,78.57,0.14,0.46,2.96,185.57,2.71,4.68,0.18,0.43,1.14,0.07,0,7.57,4.82,0.18,4.93,0,0.68,13.04,0,1.14,2.07
"Angus Brayshaw","Melbourne",63,"Interchange",12.21,9.84,22.05,67.08,0.48,0.38,0,3.94,1.51,3.79,3.22,3.25,0.9,0.73,8.97,13.59,0.33,0.32,0.37,1.33,0.11,0.27,76.37,1.43,1.79,4.78,363.95,4.43,3.08,0.52,0.08,0.22,0.22,0.11,8.25,7.25,0.71,5.95,0,0.49,16.87,0,0.87,0.68
"Oscar McDonald","Melbourne",64,"Defender",7.81,4.28,12.09,77.5,0.02,0,0.05,1.53,2.77,0.78,0.16,2.09,0.31,0.91,4.14,7.72,0.02,0.47,0.02,6.81,0,0.02,93.28,0.03,0.14,1.62,186.8,2.22,5.36,0.02,0.97,3.14,0.05,0.03,5.56,5.81,0.06,3.2,0.02,1.38,7.11,0.2,0.7,6.42
"Nathan Jones","Melbourne",71,"Midfield",11.03,11.62,22.65,69.72,0.48,0.34,0,3.45,1.32,4.06,2.66,2.85,0.62,0.9,7.92,14.96,0.2,0.07,0.34,0.82,0.2,0.51,81.38,0.93,1.72,5.32,330.24,4.17,2.55,0.37,0.1,0.2,0.13,0.03,6.58,6.77,0.86,5.69,0,0.27,13.45,0,0.82,0.37
"James Harmes","Melbourne",77,"Interchange",9.82,10.4,20.22,69.4,0.56,0.56,0.06,4.26,1.17,3.34,2.69,3.01,0.9,1.25,8.61,12.09,0.1,0.27,0.52,1.48,0.43,0.31,79.56,1.04,1.65,4.81,295.23,3.23,3.1,0.82,0.06,0.14,0.36,0.08,7.75,5.74,1.04,6.13,0.01,0.42,18.01,0.26,1,1.01
"Thomson Dow","Richmond",2,"Interchange",1,7,8,71,0,0,0,2,0.5,0.5,1.5,2,0,0.5,3.5,4.5,0,0,0,0,0,0,75.5,1,0.5,2,53.5,2.5,1.5,0.5,0,0,0,0,7.5,1,0.5,3.5,0,0.5,18.5,0,1,0
"Jack Higgins","Richmond",43,"Interchange",8.35,7.6,15.95,67.21,0.67,0.58,0,2.44,0.58,2.42,1.28,2.12,0.86,0.49,7,9.09,0,0.33,0.74,1.28,0.07,0.63,77.19,0.37,0.91,5.14,203.16,3.05,2.09,1,0.02,0.02,0.91,0.28,4.3,4.67,2.21,5.58,0,0.35,17,0.02,0.93,0.35
"Andrew McGrath","Essendon",78,"Midfield",10.01,10.59,20.6,74.23,0.19,0.08,0,3,2.14,1.76,1.9,2.36,0.58,0.42,6.64,13.68,0,0.12,0.05,1.33,0.71,0.27,80.58,0.58,1.32,3.37,236.47,3.6,3.86,0.17,0.23,0.68,0.09,0,8.33,6.22,0.41,5.51,0,0.31,13.86,0,0.83,0.9
"Conor Glass","Hawthorn",21,"Interchange",7.57,4.86,12.43,76.86,0.1,0.05,0,2.38,1.24,1.62,0.52,2.14,0.29,0.81,3.38,9,0,0.14,0.14,2.14,0.14,0.1,76.38,0.05,0.48,1.9,185.29,2.57,3.24,0,0.29,0.86,0.29,0.05,9.14,5.29,0.14,2.33,0,0.57,14.05,0,0.48,1.14
"Darren Minchington","Hawthorn",9,"Interchange",5.89,6.11,12,72.44,0.67,0.67,0,2.78,0.78,1.56,0.22,1.67,0.67,0.11,5,7.44,0,0.22,0.44,0.33,0.56,0.67,74.89,0.22,0,3.78,145,2.11,1.89,1,0.11,0.11,1.22,0.33,4.22,3.44,2.11,4.11,0,0,15.33,0,0.67,0.11
"Jarman Impey","Hawthorn",66,"Defender",9.58,4.94,14.52,71.85,0.52,0.45,0,3.02,1.48,2.7,0.58,2.15,1.14,0.86,4.83,10.09,0.02,0.33,0.42,1.35,1.05,0.38,76.68,0.15,0.42,3.85,273.05,3.27,3.26,0.5,0.14,0.35,0.55,0.12,6.74,6.38,0.67,3.26,0,0.77,14.83,0,0.89,1
"Oliver Hanrahan","Hawthorn",16,"Interchange",7,5.06,12.06,58.38,0.62,0.5,0,1,0.56,2.06,0.44,2.06,0.56,0.38,4.56,7.62,0,0.06,0.56,0.5,0.19,0.38,72.88,0.12,0.31,4.25,180.31,3.06,1,0.25,0.06,0.06,1.06,0.19,2.88,3.5,1.56,3.69,0,0.06,10.62,0,0.38,0.12
"Myles Poholke","Adelaide",16,"Interchange",6,4.56,10.56,66.38,0.31,0.38,0,2.19,0.25,2.19,0.94,1.75,0.12,0.69,4.5,6.44,0,0.5,0.5,0.75,0.19,0.31,77.69,0.19,0.75,2.88,163.38,2.94,1.12,0.25,0,0,0.75,0.06,5.75,3.5,0.94,3.5,0,0.19,14.62,0,0.25,0.44
"Paul Ahern","North Melbourne",24,"Interchange",9.62,7.88,17.5,63.42,0.25,0.29,0,1.71,1.88,2.92,2.21,2.71,0.5,0.62,7.62,9.88,0.04,0.17,0.25,0.75,0.33,0.46,67.29,1.04,1.17,3.83,296.79,3.62,2.38,0.21,0.04,0.12,0.12,0.04,6.67,5.25,1,6.17,0,0.29,14.5,0,0.75,0.46
"Majak Daw","North Melbourne",29,"Defender",6.21,4.1,10.31,73.86,0.59,0.28,7.66,2.59,1.41,1.34,0.79,1.93,1.03,0.79,5.9,4.66,0,1.83,0.59,4.48,0.17,0.24,83.62,0.31,0.48,2.86,142.76,2,3.9,0.38,0.34,1.21,1.48,0.21,4.21,4.52,0.38,2.69,2.59,2.03,8.55,16.14,1.1,4.03
"Mitch Hannan","Melbourne",50,"Forward",6.46,4.62,11.08,65.48,1.1,0.6,0,2.32,0.1,2.6,0.66,2.02,0.78,0.66,4.78,6.58,0,0.48,0.8,0.9,0.1,0.52,76.82,0.26,0.4,4.52,195.06,2.48,1.34,0.98,0.02,0.06,1.02,0.36,3,3.84,1.2,3.2,0,0.08,12.38,0,0.6,0.32
"Connor Blakely","Fremantle",49,"Interchange",11.51,10.27,21.78,75.71,0.02,0.1,0,2.94,2.59,2.06,2.14,2.33,1.02,0.51,6.73,15.31,0.12,0.33,0.06,1.67,0.06,0.22,77.53,0.67,1.47,3.33,277.96,3.86,3.47,0.22,0.27,0.78,0.02,0,7.82,7.76,0.16,4.82,0,0.61,13.67,0,0.67,1.06
"Brett Bewley","Fremantle",19,"Interchange",8.42,5.79,14.21,72.63,0.32,0.16,0,2,1.05,2.32,0.84,1.32,0.42,0.32,4.58,9.63,0,0,0,0.47,0.21,0.26,78.58,0,0.84,2.84,249.84,2.79,2.63,0.47,0.11,0.11,0.21,0,5.84,5.74,0.95,4.11,0,0.32,12.95,0,0.58,0.32
"Justin Westhoff","Port Adelaide",77,"Forward",10.77,6.75,17.52,70.65,0.79,0.6,3.42,3.36,1.69,2.06,1.66,2.56,1.09,0.79,6.94,10.83,0.13,0.84,1,3.9,0.01,0.51,85.55,0.27,1.39,4.83,255.22,3.31,3.74,0.77,0.14,0.55,1.51,0.58,5.47,6.56,0.7,4.08,0.84,1.08,13.53,11.55,1.04,2.74
"Laitham Vandermeer","Western Bulldogs",12,"Forward",6,3.75,9.75,69.42,0.75,0.75,0,2.17,0.33,2.67,0.5,2,0.58,0.92,2.42,7.83,0,0.25,1.17,0.58,0,0.17,69.83,0.08,0.42,3.5,226,2.5,0.42,0.17,0.08,0.33,1.25,0.33,3.25,3.42,0.83,1.83,0,0.17,10.08,0,0.25,0.33
"Tory Dickson","Western Bulldogs",35,"Forward",5.57,4.89,10.46,71.71,1.23,0.34,0,2.4,0.29,1.49,0.31,1.46,0.69,0.6,3.77,6.74,0,0.29,1.11,0.8,0.14,0.26,75.03,0.09,0.23,3.66,139.97,2.23,1.26,0.86,0.03,0.06,1.26,0.46,2.54,3.43,0.86,2.69,0,0.11,10.54,0,0.23,0.23
"Nicholas Reid","West Coast",3,"Interchange",2.67,4.33,7,62.33,0.33,0.33,0,2.67,0.33,2.33,0,1.67,0.33,0.67,3.33,3.33,0,0,0,0,0.33,0.33,67.67,0,0,1.67,93.67,2.33,2.33,2,0,0,0.33,0,2.67,1.67,1,3,0,0,11.33,0,1,0
"Jonathon Patton","Hawthorn",40,"Forward",7.45,4.62,12.07,73.58,1.45,0.88,2.75,1.8,0.38,1.95,0.8,1.77,1.1,0.8,5.88,6.5,0.15,1.45,1.77,1.75,0.1,0.42,83.25,0.35,0.45,4.92,168.75,2.23,1.65,0.5,0.08,0.28,4.12,0.75,2.6,5.17,1.2,2.98,0.4,0.85,9.43,11.57,0.72,1.23
"Michael Hartley","Hawthorn",27,"Defender",7.59,4.74,12.33,83.81,0,0,0.15,2.3,2.04,0.89,0.15,1.85,0.44,1.22,3.85,8.07,0,0.78,0,8.67,0,0.11,91.93,0,0.15,2.26,172.63,1.7,4.56,0,1.11,4.67,0.19,0.04,6.56,6.52,0,2.33,0.04,1.41,8.22,0.63,1.11,7.93
"Steele Sidebottom","Collingwood",80,"Midfield",14.45,12.66,27.11,72.28,0.54,0.41,0,3.89,1.73,3.9,3.23,3.08,0.75,0.89,8.55,18.48,0.56,0.09,0.26,1.85,0.71,0.5,86.65,0.98,2.25,5.91,349.38,4.26,3.16,0.46,0.04,0.25,0.49,0.1,8.89,8.85,1.12,6.25,0,0.31,19.65,0.02,1.01,0.66
"Trey Ruscoe","Collingwood",4,"Interchange",4.25,1.5,5.75,62.25,1.25,1,0,0.75,0,0.5,0,1.5,0.25,0.25,2.25,3.25,0,0.25,0.25,0.5,0,0,68.25,0,0,3,90,1.25,0.25,0.5,0,0,0.75,0,1,2.5,1,1.5,0,0,6,0,0,0
"Flynn Appleby","Collingwood",11,"Defender",7.18,4.18,11.36,81,0.09,0.27,0,1.36,1.36,0.45,0.36,2.45,1.18,0.91,4.27,7.64,0,0.27,0.09,3.27,0.09,0,82.27,0,0.36,2,109.73,2.18,4.09,0.09,0.64,2,0.18,0,6.27,5.36,0.18,2.91,0,0.73,9,0,0.73,2.91
"Tristan Xerri","North Melbourne",4,"Forward",3.25,1.5,4.75,77,1,0,2.25,2,0.25,1.25,0.75,2.5,1,1.75,3,1.75,0,0.5,0.5,3.25,0,0,85.25,0.25,0.5,1.25,89.5,1.75,0.75,0.25,0,0,1.75,0.5,3.25,2.5,0.5,1.25,0.75,0.25,11,9.25,0,2.5
"Jack Mahony","North Melbourne",10,"Interchange",2.8,5.6,8.4,71.1,0.3,0.2,0,2.6,0.2,0.7,0.1,0.9,0.9,0.5,4.4,4.5,0,0.1,0.4,0.4,0,0.2,74.6,0,0.1,2,51.1,2,1.9,0.5,0,0.1,0.2,0,3.7,2.1,1.5,3.3,0,0.4,12.1,0,0.2,0.2
"Callan Ward","Greater Western Sydney",57,"Midfield",12.77,12.21,24.98,76.04,0.44,0.46,0.19,3.58,1.51,3.3,5.89,2.3,1.42,0.96,11.26,13.98,0.42,0.23,0.19,0.93,0.54,0.49,81.72,2.25,3.68,6.23,300.79,3.18,2.81,0.58,0.07,0.23,0.28,0.04,7.32,8.3,0.77,7.4,0.04,0.35,15.65,1.04,1.42,0.39
"Alex Witherden","Brisbane Lions",59,"Interchange",15.31,5.36,20.66,78.03,0.08,0.1,0,1.73,4.64,1.85,0.68,2.36,0.54,0.68,4.05,13.51,0.02,0.2,0.07,1.75,0.17,0.07,78.51,0.19,0.49,3.39,384.9,3.71,4.02,0.03,0.31,0.93,0.02,0,6.54,11.71,0.07,3.25,0,0.85,9.61,0,1.14,1.39
"Jack Bytel","St Kilda",3,"Interchange",3,10,13,75.33,0,0,0,2.67,0.33,1,3,1.67,1,1.33,5.33,8.33,0,0,0,0.33,0,0.33,67,1.67,1.33,3.67,81,1.33,1.33,0.33,0,0,0.33,0,9,1.67,0.67,3.33,0,0,16,0,0.67,0
"Ben Crocker","Adelaide",23,"Interchange",6.7,2.52,9.22,65.48,0.65,0.74,0,2.17,0.35,1.91,0.43,2.35,1.09,0.96,3.61,5.83,0,0.3,0.87,1.13,0.04,0.09,79.52,0.09,0.35,3.09,167.61,2.65,1.04,1.13,0.04,0.04,2.04,0.52,2.39,3.91,0.61,1.96,0,0.09,10.74,0,0.43,0.61
"Jordan Clark","Geelong",21,"Interchange",9.29,4.38,13.67,72.48,0.57,0.43,0,2.71,1.57,2.52,0.57,2.43,0.57,0.81,3.52,10.29,0,0.33,0.52,1.67,0.71,0.24,77.24,0.14,0.43,3.43,306.43,3.24,2.38,0.19,0.19,0.38,0.43,0.1,6.95,6.14,0.29,2.48,0,0.57,12.1,0,0.43,1.24
"Colin O'Riordan","Sydney",23,"Interchange",6.48,6.3,12.78,75.7,0.04,0.09,0,2.04,2.13,0.91,0.26,1.91,0.65,0.87,4.3,8.87,0,0.3,0.09,3.3,0.04,0.13,72.78,0.04,0.22,2.04,183.04,2.39,5.04,0,0.43,1.3,0,0,6.43,4.04,0,3.09,0,1.52,8.96,0,1.09,2.39
"Zac Foot","Sydney",2,"Interchange",3.5,3.5,7,77.5,0.5,0,0,2,1,0.5,0,2.5,0.5,1,3,4,0,0.5,1,1,0,1,71.5,0,0,1.5,78,3.5,0.5,0,0,0,0.5,0,3,2.5,0.5,2.5,0,0,7.5,0,0,1
"Aaron Francis","Essendon",32,"Defender",7.31,4.94,12.25,74.31,0.16,0.19,0,1.81,2.12,1.25,0.12,2.12,0.72,0.59,4.78,7.53,0,1,0.22,4.56,0.06,0.28,79.88,0,0.12,2.53,204.81,2.44,4.81,0.16,0.62,2.09,0.59,0.16,4.88,5.22,0.28,2.94,0,1.78,7.91,0.06,0.78,3.91
"Tom Bellchambers","Essendon",57,"Ruck",6.3,4.25,10.54,69.88,0.42,0.28,29.18,1.88,1.16,1.68,2.79,2.7,1.37,1.56,6.19,4.77,0.07,1.16,0.6,3.32,0,0.23,82.68,0.91,1.88,4.33,129.09,2.28,2.02,0.16,0.11,0.75,1.4,0.33,3.75,3.82,0.21,2.49,10.18,1.07,7.58,62.61,2.6,2.88
"Sydney Stack","Richmond",26,"Interchange",6.23,8.54,14.77,78.38,0.46,0.42,0,2.96,0.92,1.88,0.46,2,0.65,0.85,5.77,9.38,0,0.31,0.35,1.5,0.23,0.35,74.96,0.15,0.31,3.92,192.15,1.88,4.46,0.31,0.12,0.27,0.19,0.04,6.62,4.69,0.88,4.58,0,0.85,15.19,0,0.85,0.77
"Mitchell Georgiades","Port Adelaide",7,"Forward",5.57,2.71,8.29,66.71,1.14,0.86,0,2,0.14,1.86,0,2,1.57,0.71,4.29,4,0,1.14,1.29,0.57,0,0.43,76.71,0,0,3.71,163.86,2.14,1.29,1.43,0,0,2.14,0.71,2.14,3.57,1.14,1.86,0,0.43,9.71,0,0.29,0.29
"Sam Mayes","Port Adelaide",33,"Defender",11.24,7.52,18.76,76.7,0.03,0.12,0.03,1.94,3.03,2.12,0.7,1.82,0.58,0.39,4.48,13.61,0,0.15,0.06,2.7,0.12,0.21,84.42,0.18,0.52,2.73,332.12,3.79,4.06,0.09,0.45,1.58,0.09,0,7.15,8.3,0.09,3.79,0,0.48,10.27,0,0.73,2.36
"Ben Cavarra","Western Bulldogs",3,"Interchange",5,3.33,8.33,56.67,1.33,1,0,2.67,0.33,1,0.67,1.33,0.33,0.67,3,5,0,0.33,0.33,0.33,0,0,72,0,0.67,3.33,121.33,2,0.67,1.67,0,0,1,0,2,2,1.33,2.33,0,0,11,0,0.33,0.33
"Tom McDonald","Melbourne",66,"Forward",9,5.85,14.85,72.14,1.53,0.65,2.3,2.05,1.02,2.18,0.64,2.27,0.83,0.91,6.23,8.88,0.29,1.33,1.67,3.77,0.11,0.53,86.98,0.21,0.44,5.36,227.06,2.89,2.48,0.86,0.27,0.67,2.48,0.64,3.83,6.11,1.23,3.77,0.5,0.59,11.79,9.06,0.85,3.23
"Tom Sparrow","Melbourne",7,"Interchange",6.14,5,11.14,65.71,0.43,0.43,0,3,0.86,1,1.71,2,0.86,1,5.57,6.14,0,0.29,0.14,0.71,0,0.14,65,0.43,1.29,3,138.71,1.86,1.43,0.71,0.14,0.14,0.57,0.14,4.57,3.71,0.71,4.29,0,0.29,17.29,0,0.43,0.43
"Jay Lockhart","Melbourne",22,"Interchange",6.59,4.27,10.86,70.05,0.41,0.23,0,1.91,1.14,1.73,0.45,1.91,0.36,0.68,4.14,6.86,0,0.18,0.27,1.64,0,0.18,75.23,0,0.45,2.45,154.82,2.5,2.82,0.27,0.18,0.41,0.5,0.14,4.05,4.18,0.59,3.36,0,0.73,8.86,0,0.5,1.23
